Số báo danh,Khối Thi,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa lý,GDCD
01082065,khxh,2.2,3.5,-1,-1,-1,-1,2.75,5,-1
01082066,NONE7.2,7.75,6.4,-1,-1,-1,-1,-1,-1
01082067,NONE8,7.75,7.2,-1,-1,-1,-1,-1,-1
01082068,khxh,-1,5.25,-1,-1,-1,-1,8.75,8.5,-1
01082069,khtn,7.8,-1,-1,7.75,6,-1,-1,-1,-1
01082070,NONE5.4,7.75,8.8,-1,-1,-1,-1,-1,-1
01082071,NONE4.2,4,1,-1,-1,-1,-1,-1,-1
01082072,khxh,3,4.75,-1,-1,-1,-1,3,4,-1
01082073,khxh,2.8,3.75,-1,-1,-1,-1,2.75,5,-1
01082074,khxh,7.4,6.25,-1,-1,-1,-1,8,7,-1
01082075,khxh,2.8,6.25,-1,-1,-1,-1,3.75,6.25,-1
01082076,khtn,7,-1,-1,7,7,-1,-1,-1,-1
01082077,khxh,3.2,3,-1,-1,-1,-1,4.25,4.25,-1
01082078,khxh,2.8,4.25,-1,-1,-1,-1,3,5.25,-1
01082079,khxh,3.2,4.75,-1,-1,-1,-1,3.5,4,-1
01082080,khxh,5.6,4,-1,-1,-1,-1,6.25,7.5,-1
01082081,khxh,3.8,2.75,-1,-1,-1,-1,4.25,5.5,-1
01082082,NONE7.2,6.5,6.4,-1,-1,-1,-1,-1,-1
01082083,khxh,3.8,3.25,-1,-1,-1,-1,4,6.25,-1
01082084,khxh,4.6,4.75,-1,-1,-1,-1,6.5,7.5,-1
01082085,khxh,3.6,3.25,-1,-1,-1,-1,4.25,4.25,-1
01082086,khxh,4,3.25,-1,-1,-1,-1,6.25,5.75,-1
01082087,khxh,6.4,4.5,-1,-1,-1,-1,7.25,7.5,-1
01082088,khxh,6.4,4.5,-1,-1,-1,-1,5.5,3.75,-1
01082089,khxh,1.6,1.5,-1,-1,-1,-1,2.5,2.75,-1
01082090,khxh,3.2,3.75,-1,-1,-1,-1,4.75,6.25,-1
01082091,khtn,7.8,-1,-1,7.25,8.25,-1,-1,-1,-1
01082092,khxh,8.6,7.5,5.5,-1,-1,-1,7.25,5.2,7.75
01082093,khxh,4.8,5.5,-1,-1,-1,-1,3,4.75,-1
01082094,khtn,7.4,-1,-1,4,8.25,3.25,-1,-1,-1
01082095,khxh,-1,7.5,8.5,-1,-1,-1,7.25,5,8
01082096,khxh,3.6,2,-1,-1,-1,-1,2,5.75,-1
01082097,khxh,3.6,2.5,-1,-1,-1,-1,3.25,3.25,-1
01082098,khxh,3,4,-1,-1,-1,-1,4,4.75,-1
01082099,khxh,7,5.5,-1,-1,-1,-1,5.5,8.25,-1
01082100,khxh,2.8,2.5,3,-1,-1,-1,4.5,3,6.25
01082101,khxh,5.8,4.5,-1,-1,-1,-1,6,6,-1
01082102,khxh,6.4,5.75,-1,-1,-1,-1,5,7,-1
01082103,khxh,6.2,6.75,-1,-1,-1,-1,4.25,6,-1
01082104,NONE8.6,8.5,7.2,-1,-1,-1,-1,-1,-1
01082105,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01082106,khxh,3.6,5,-1,-1,-1,-1,5,4.25,-1
01082107,khtn,5.4,-1,6,7.75,4.5,7,-1,-1,-1
01082108,khxh,2.8,3.5,-1,-1,-1,-1,4.5,3.75,-1
01082109,khxh,3.2,1.5,-1,-1,-1,-1,3.25,5.25,-1
01082110,khtn,8,7.25,4.6,7.5,4.25,6.5,-1,-1,-1
01082111,khxh,-1,7.75,-1,-1,-1,-1,9.5,9.5,-1
01082112,khtn,8.6,-1,3.6,8.75,7.75,-1,-1,-1,-1
01082113,khxh,7.4,5.75,-1,-1,-1,-1,6.25,8,-1
01082114,khxh,3.4,3.5,-1,-1,-1,-1,5.25,5.75,-1
01082115,khxh,3.2,2.75,-1,-1,-1,-1,2.5,4.5,-1
01082116,khxh,4,4,-1,-1,-1,-1,5.25,5.5,-1
01082117,khxh,3.2,2.25,-1,-1,-1,-1,2.75,3,-1
01082118,khxh,5.6,5,-1,-1,-1,-1,7.75,7.75,-1
01082119,khxh,2.8,2.75,-1,-1,-1,-1,4.75,4.5,-1
01082120,khxh,5.8,6,-1,-1,-1,-1,4.75,6,-1
01082121,khxh,6.4,3.75,-1,-1,-1,-1,7.75,8,-1
01082122,NONE6.8,6,7,-1,-1,-1,-1,-1,-1
01082123,khxh,3.8,3.75,-1,-1,-1,-1,3.75,4.25,-1
01082124,khxh,4,2.75,-1,-1,-1,-1,3.5,5,-1
01082125,khxh,7.6,5.5,-1,-1,-1,-1,8,7.75,-1
01082126,khxh,1.6,1.75,-1,-1,-1,-1,3.25,2.75,-1
01082127,khxh,7,6.75,-1,-1,-1,-1,5.75,7.25,-1
01082128,khxh,2.6,0.75,-1,-1,-1,-1,2.25,2.5,-1
01082129,khxh,4.4,6.5,-1,-1,-1,-1,5,5.5,-1
01082130,khxh,2,5.25,-1,-1,-1,-1,3.5,3.25,-1
01082131,khxh,2.4,2,-1,-1,-1,-1,3,1.75,-1
01082132,khxh,2.4,3.25,-1,-1,-1,-1,5.25,4.75,-1
01082133,khxh,8.4,8,9.5,-1,-1,-1,8.25,8.2,9.5
01082134,khxh,3.6,4.75,4.5,-1,-1,-1,4.25,3,6.25
01082135,khxh,3.6,3.25,-1,-1,-1,-1,6,8,-1
01082136,khxh,4.2,3,-1,-1,-1,-1,4.5,3.75,-1
01082137,khxh,4.6,3.75,-1,-1,-1,-1,3.75,5,-1
01082138,khxh,7.2,5.5,-1,-1,-1,-1,7.5,7.5,-1
01082139,khxh,5,4,-1,-1,-1,-1,8,8.75,-1
01082140,khxh,3.8,3.25,-1,-1,-1,-1,5.25,6.75,-1
01082141,khxh,2.8,3.25,-1,-1,-1,-1,7.5,5,-1
01082142,khxh,2.8,5,-1,-1,-1,-1,2.75,4.25,-1
01082143,khxh,4.2,3,-1,-1,-1,-1,5,5.5,-1
01082144,khxh,2,-1,6,-1,-1,-1,6.25,1.4,5.75
01082145,khxh,5.4,1.75,4,-1,-1,-1,6.75,2.8,6.75
01082146,khxh,3.2,6.5,-1,-1,-1,-1,7,4.25,-1
01082147,khxh,5.2,5.5,-1,-1,-1,-1,6.5,7,-1
01082148,khxh,4,5,-1,-1,-1,-1,3.5,4.75,-1
01082149,khxh,5,4,-1,-1,-1,-1,5.25,5,-1
01082150,khxh,4.8,2.25,-1,-1,-1,-1,3,5.5,-1
01082151,khxh,2.8,3,-1,-1,-1,-1,2.75,4,-1
01082152,NONE8,7.25,9.4,-1,-1,-1,-1,-1,-1
01082153,khxh,4.8,1.75,-1,-1,-1,-1,6.5,4.75,-1
01082154,NONE3.2,-1,1,-1,-1,-1,-1,-1,-1
01082155,khxh,5.8,5.25,-1,-1,-1,-1,4,6.5,-1
01082156,khxh,5.2,4.25,-1,-1,-1,-1,5,5,-1
01082157,khxh,2.4,4.5,2.75,-1,-1,-1,3.75,3.6,3.75
01082158,khxh,6.2,5.25,6.5,-1,-1,-1,7,3.8,8.75
01082159,khxh,2.6,5.25,3.5,-1,-1,-1,2.5,2,5
01082160,khxh,4.6,4.25,7.75,-1,-1,-1,6,2.8,7
01082161,khxh,4.6,6.25,7.75,-1,-1,-1,7.75,3.8,7.5
01082162,khxh,5.2,5.25,5.5,-1,-1,-1,5.75,1.6,6.25
01082163,khxh,4,7,8.25,-1,-1,-1,8,2.6,7.25
01082164,khxh,2.4,3,5,-1,-1,-1,4.75,3.4,4
01082165,khxh,5.2,4,7,-1,-1,-1,6.75,1,7.5
01082166,khxh,7.8,6.5,7,-1,-1,-1,6.75,4.8,9.25
01082167,khxh,7.6,6,7,-1,-1,-1,4.5,4,8.5
01082168,khxh,6.6,7.25,5.5,-1,-1,-1,8.25,4.2,7.25
01082169,khxh,5.4,6.75,7.25,-1,-1,-1,4.75,3.4,7.75
01082170,khxh,2.4,4.25,5.75,-1,-1,-1,4.75,1.6,7
01082171,khxh,6.4,5.25,7.75,-1,-1,-1,7.25,1.6,8
01082172,khxh,4.4,5.75,6.25,-1,-1,-1,5.5,3,7
01082173,khxh,3.4,4.25,7.5,-1,-1,-1,6.25,3,7.75
01082174,khxh,5.8,4.25,3.25,-1,-1,-1,4.5,2.8,5.75
01082175,khxh,5.8,4.75,6.75,-1,-1,-1,7,3.4,6.5
01082176,khxh,3.2,5.75,7.75,-1,-1,-1,7.25,2.4,8.5
01082177,khxh,5.4,6,6.75,-1,-1,-1,5.25,1.8,7.25
01082178,NONE8.4,8,6.4,-1,-1,-1,-1,-1,-1
01082179,khtn,8,-1,7,8.5,-1,-1,-1,-1,-1
01082180,NONE8.4,7.5,8.6,-1,-1,-1,-1,-1,-1
01082181,NONE8.2,8,6,-1,-1,-1,-1,-1,-1
01082182,khtn,7.8,6.25,6.4,5,4.75,7.75,-1,-1,-1
01082183,khtn,7,2,2.6,5.5,3.75,6.75,-1,-1,-1
01082184,khtn,8.4,5.75,7.8,7.75,3.75,7.5,-1,-1,-1
01082185,khtn,7.4,4.5,5,7.75,5.5,6.75,-1,-1,-1
01082186,khtn,8.8,6.5,7.8,8,4.5,6.5,-1,-1,-1
01082187,khtn,4.8,2.5,2.2,4.25,3.5,6.5,-1,-1,-1
01082188,khtn,7.8,7.5,5.4,9.25,6.25,6.75,-1,-1,-1
01082189,khtn,7.8,3.25,8,8.5,2.75,6.5,-1,-1,-1
01082190,khtn,7,6.5,2.2,7.25,3.25,5.5,-1,-1,-1
01082191,khtn,7.4,4.75,4.4,5,5,6,-1,-1,-1
01082192,khtn,9.4,7.75,3.8,8,4,6.25,-1,-1,-1
01082193,khtn,8.8,8.75,4.8,9.5,5.5,7.5,-1,-1,-1
01082194,khtn,8,8.25,7.4,8.5,5,6,-1,-1,-1
01082195,khtn,7.8,6.75,3.8,5.75,5.5,5,-1,-1,-1
01082196,khtn,8.6,9,3.8,8.75,3.5,5.75,-1,-1,-1
01082197,khtn,8.6,9,5.2,9,3.75,5.5,-1,-1,-1
01082198,khtn,7.8,5.5,3.8,6.75,2.75,6.25,-1,-1,-1
01082199,khtn,7.4,4.25,3.2,6.5,3.5,6,-1,-1,-1
01082200,khxh,7.2,4,5.25,-1,-1,-1,6.25,2.8,7.75
01082201,khtn,9,8.75,9.4,6,5.75,7.75,-1,-1,-1
01082202,khtn,8.6,5.25,8,7.75,8,5.75,-1,-1,-1
01082203,khtn,9.2,7.5,8.4,8.5,9.25,7.5,-1,-1,-1
01082204,khtn,8,6.75,3.2,8,4,6.25,-1,-1,-1
01082205,khxh,4.8,6.25,4,-1,-1,-1,6.5,3.4,8.25
01082206,khtn,7.6,8.25,7.2,7.75,3.5,7.25,-1,-1,-1
01082207,khtn,8,3,2.6,5.5,3,5.5,-1,-1,-1
01082208,khtn,7,3.25,5.2,7.5,4,7.5,-1,-1,-1
01082209,khtn,8.4,7.75,4.4,6,4.5,6,-1,-1,-1
01082210,khtn,9,7.5,3.6,8.5,3,5.25,-1,-1,-1
01082211,khtn,7.6,6.25,6.6,5.75,4.75,6.25,-1,-1,-1
01082212,khtn,6.8,3.5,5.4,6,3.75,6.5,-1,-1,-1
01082213,khtn,8.4,4,8.6,8.75,2.5,7.5,-1,-1,-1
01082214,khtn,9,2.25,5.8,8.25,3.25,7.5,-1,-1,-1
01082215,khtn,8.6,7.5,3.4,8,3,5.5,-1,-1,-1
01082216,khtn,8.8,9.25,5.8,9,5.75,6,-1,-1,-1
01082217,khtn,8.6,8,3.2,7.5,2.25,4,-1,-1,-1
01082218,khtn,8.6,5.5,6,6.25,4.25,6.5,-1,-1,-1
01082219,khtn,7.2,4.5,2.4,7.5,4,6.25,-1,-1,-1
01082220,khtn,7.4,6,1.6,7.5,3.25,5.25,-1,-1,-1
01082221,khtn,7.2,5.5,3.2,6.75,3.25,7.75,-1,-1,-1
01082222,khtn,8.2,7.25,4.6,7.75,4,5,-1,-1,-1
01082223,khtn,7.8,7.5,3,7.75,4.5,3.75,-1,-1,-1
01082224,khtn,7.2,2.25,6.2,4.75,3.5,6.25,-1,-1,-1
01082225,khtn,8,8,0.8,6.75,2,5.25,-1,-1,-1
01082226,khtn,8.8,8.5,4.8,8,5.5,5.75,-1,-1,-1
01082227,khtn,7,4.75,2.8,5.5,2.75,5.25,-1,-1,-1
01082228,khtn,6.6,6.25,2.6,5,3.25,6.25,-1,-1,-1
01082229,khtn,7.8,7.75,4.8,7.75,2.25,6,-1,-1,-1
01082230,khxh,7.4,6,6.5,-1,-1,-1,6.5,4.4,9.5
01082231,khtn,6.8,2.25,3.6,6.5,3.5,5.5,-1,-1,-1
01082232,khtn,7.8,8,2.8,4.75,3.25,6,-1,-1,-1
01082233,khxh,4.2,5,5.75,-1,-1,-1,5.25,4.2,6.75
01082234,khxh,6.8,5.25,8.5,-1,-1,-1,7.5,3.4,8.25
01082235,khtn,8.4,7.5,3.8,6.5,3,6,-1,-1,-1
01082236,khtn,8.2,7.5,5.8,7.5,3.25,5.25,-1,-1,-1
01082237,khtn,5.4,4.25,2,5,5.25,7,-1,-1,-1
01082238,khxh,7.2,5.5,6.75,-1,-1,-1,6.25,3.2,7.5
01082239,khtn,8.2,4.75,6.6,7.75,5.5,5.5,-1,-1,-1
01082240,khtn,8.8,8.75,2.4,8,2.75,3.5,-1,-1,-1
01082241,khtn,6.6,4.75,4.2,6.25,3.75,5.5,-1,-1,-1
01082242,khxh,8.4,5.5,6.75,-1,-1,-1,8,4.8,8
01082243,khtn,7.2,7.5,4.6,7.75,4,5.25,-1,-1,-1
01082244,khxh,4.4,5,7.75,-1,-1,-1,8,2.4,8.25
01082245,khxh,3.6,4.75,7.25,-1,-1,-1,7,3.2,7
01082246,khtn,4,7,4.2,3.75,3.25,5.25,-1,-1,-1
01082247,khtn,3.8,3.25,5.4,5.25,3.75,6.5,-1,-1,-1
01082248,khxh,6,5,6.25,-1,-1,-1,6.75,4,7.5
01082249,khtn,8,8,4.6,7.75,4.25,5.75,-1,-1,-1
01082250,khxh,6.4,6,7,-1,-1,-1,6.5,3,8.5
01082251,khtn,7.8,7.25,4.2,8,4,5.25,-1,-1,-1
01082252,khtn,7.8,3.75,6,7.25,5,6.25,-1,-1,-1
01082253,khxh,6.2,6.75,8.5,-1,-1,-1,6.5,4.4,7.5
01082254,khtn,7.8,3.75,3.4,4.75,4.25,6.5,-1,-1,-1
01082255,khxh,5.4,5.5,5.5,-1,-1,-1,5.5,3.2,6
01082256,khtn,8.8,4,4.6,8.25,3.5,5.25,-1,-1,-1
01082257,khxh,6.4,3.5,5.75,-1,-1,-1,6.75,4,7.5
01082258,khxh,8,4.5,9.25,-1,-1,-1,8,3.8,8.5
01082259,khtn,8.8,5.75,3.6,7.75,3.25,5,-1,-1,-1
01082260,khxh,2.2,4.25,4,-1,-1,-1,4.5,3,5
01082261,khxh,6.2,4.75,4,-1,-1,-1,5,2.2,7
01082262,khxh,1.6,5.5,7.75,-1,-1,-1,6.25,3,7.75
01082263,khtn,8.2,7.5,5.8,9.25,3.25,6.25,-1,-1,-1
01082264,khxh,5.6,5.75,5.5,-1,-1,-1,5.25,3.2,7.5
01082265,khxh,4,4.5,5,-1,-1,-1,4.75,3.2,6.25
01082266,khxh,7.6,8.5,8,-1,-1,-1,6.5,8,8.75
01082267,khxh,7.6,7.75,6.75,-1,-1,-1,6.75,7.4,7.5
01082268,khxh,8.2,7.5,7.75,-1,-1,-1,7.75,6,9
01082269,khxh,7.4,6.75,4,-1,-1,-1,5.25,3,7.25
01082270,khxh,5,3.5,6.25,-1,-1,-1,5.5,2,7.25
01082271,khtn,8.6,8.5,5.6,9.5,4.5,5.75,-1,-1,-1
01082272,khtn,9,5.25,8.6,8.5,4.25,6,-1,-1,-1
01082273,khxh,8.4,6.5,9,-1,-1,-1,8.5,7.6,9.5
01082274,khxh,3.4,5.75,5.5,-1,-1,-1,4.5,4,6.5
01082275,khtn,6,5.25,4.8,4.25,3.75,6.5,-1,-1,-1
01082276,khxh,2.6,7.5,5.75,-1,-1,-1,7,3.8,5.75
01082277,khxh,8.2,9,8.25,-1,-1,-1,6.5,7.6,9.25
01082278,khxh,4.6,5.5,3.25,-1,-1,-1,5,3.2,5
01082279,khtn,7.8,8.25,4.4,8.75,4.25,6.25,-1,-1,-1
01082280,khtn,8.8,9.5,6.4,5.75,8.25,6.75,-1,-1,-1
01082281,khxh,7.6,7.25,7,-1,-1,-1,7.25,5.8,8.25
01082282,khtn,8.4,3.75,5.6,6,4,7.25,-1,-1,-1
01082283,khxh,6.4,7.5,6.5,-1,-1,-1,7.25,7.4,7.75
01082284,khxh,8,7.75,5.5,-1,-1,-1,6,5.6,8.5
01082285,khxh,2.4,7,7.25,-1,-1,-1,5.75,3.6,6.5
01082286,khtn,6.6,3.75,3.6,5,5,7.25,-1,-1,-1
01082287,khtn,8.4,4.5,7.4,8.75,2.5,5,-1,-1,-1
01082288,khxh,6,8.5,5.5,-1,-1,-1,6.75,3.8,8.75
01082289,khxh,7.6,8.25,8,-1,-1,-1,6.25,5.6,8.75
01082290,khxh,7.8,7.75,6,-1,-1,-1,4.25,5.4,7.75
01082291,khtn,8.8,3.75,9.6,8.5,2.5,7,-1,-1,-1
01082292,khxh,6,6.25,6.75,-1,-1,-1,6.75,3.8,9.25
01082293,khtn,8.8,7.75,4.6,8.5,4.5,5.75,-1,-1,-1
01082294,khxh,4.2,4,8.25,-1,-1,-1,7.25,2.8,6.75
01082295,khtn,7.6,8,3.6,7.25,3.25,5.75,-1,-1,-1
01082296,khxh,5,6.5,8.25,-1,-1,-1,6,3.4,8
01082297,khxh,5.8,6,7.75,-1,-1,-1,7.5,3.2,8.5
01082298,khxh,5.6,6,7.5,-1,-1,-1,8.5,3.4,8.5
01082299,khtn,4,4.5,5.2,6.75,5,6.5,-1,-1,-1
01082300,khtn,6.6,5.25,4,7.5,3,6.25,-1,-1,-1
01082301,khxh,5.2,4.75,6.75,-1,-1,-1,6,4,5.5
01082302,khxh,5.4,5.75,6.75,-1,-1,-1,6.5,2.8,7.5
01082303,khtn,8.2,7.5,5.6,7.25,3.5,6.75,-1,-1,-1
01082304,khxh,5.2,6.25,6.5,-1,-1,-1,6.25,2.6,6
01082305,khxh,4.6,6,5.25,-1,-1,-1,7,2.4,7.5
01082306,khtn,8,7.5,2.6,7.25,2.75,4.25,-1,-1,-1
01082307,khxh,3.8,5,4.25,-1,-1,-1,5,2.6,7.25
01082308,khxh,8,8.25,7,-1,-1,-1,6.25,7,9.25
01082309,khtn,9,6,9.4,8.5,5.25,6.75,-1,-1,-1
01082310,khtn,8.6,9,4.6,8.25,5.25,5.75,-1,-1,-1
01082311,khxh,6.8,5.75,4.25,-1,-1,-1,7.75,1.8,8.5
01082312,khxh,6.6,6.5,5.25,-1,-1,-1,6,4.2,6
01082313,khxh,7,7.25,7,-1,-1,-1,8.25,5,8.75
01082314,khtn,9.2,7.5,8.8,8.25,7,7.75,-1,-1,-1
01082315,khtn,8.6,4.75,9.2,8.5,3.5,7.25,-1,-1,-1
01082316,khtn,8.2,5,8.2,8.25,4,7.5,-1,-1,-1
01082317,khtn,4,3.75,4.4,3.75,4.5,6.25,-1,-1,-1
01082318,khxh,7.4,5.75,4.75,-1,-1,-1,6.25,3.8,8.25
01082319,khxh,7.2,3.25,5.75,-1,-1,-1,4,4,5.25
01082320,khtn,7.8,8,3,7.5,3.75,3.5,-1,-1,-1
01082321,khxh,6.2,8.25,8.5,-1,-1,-1,7.75,3.4,9.25
01082322,khxh,7.6,7.75,6.75,-1,-1,-1,8.75,5.8,9
01082323,khxh,8,8.75,6.75,-1,-1,-1,6.25,7.8,8.25
01082324,khxh,2.4,4.75,3.5,-1,-1,-1,4.75,3.4,6.5
01082325,khxh,8.4,6,5.25,-1,-1,-1,7.75,3.8,7.75
01082326,khxh,6.2,3.75,3,-1,-1,-1,6,2.2,7
01082327,khtn,8.2,5,4.8,8.5,5,5.75,-1,-1,-1
01082328,khtn,4.8,3.75,2.8,4.5,4,7,-1,-1,-1
01082329,khtn,5.4,3,4.8,3.75,3.75,5.5,-1,-1,-1
01082330,khtn,7,8.5,5,6.25,5.25,6.5,-1,-1,-1
01082331,khtn,7.6,4.25,1.8,5.25,4.75,4.25,-1,-1,-1
01082332,khxh,7.2,7.5,7.75,-1,-1,-1,5.5,6.8,8.25
01082333,khxh,7.2,7.75,6,-1,-1,-1,6.25,4.8,7.25
01082334,khxh,5,7.5,6,-1,-1,-1,6.75,2.2,6.75
01082335,khxh,4.8,5.5,6.25,-1,-1,-1,5.25,4,8
01082336,khtn,7.6,8.5,4.2,8.75,4.25,5,-1,-1,-1
01082337,khxh,4.8,3.25,2.25,-1,-1,-1,4.25,3.2,5
01082338,khxh,5,5.25,5.75,-1,-1,-1,6.25,2.6,7.25
01082339,khxh,7.4,7,6.5,-1,-1,-1,7,4.4,7.25
01082340,khtn,8,4.5,3,6.25,4,7,-1,-1,-1
01082341,khxh,2.6,6.25,6.25,-1,-1,-1,5.75,2.4,6.5
01082342,khtn,3.6,3.75,3,2.75,4.5,5.75,-1,-1,-1
01082343,khxh,7.2,6,4.75,-1,-1,-1,5.25,4.8,8
01082344,khxh,6.2,8,7.5,-1,-1,-1,4.75,6.2,8
01082345,khxh,7,7.5,6,-1,-1,-1,6.25,5.2,7.75
01082346,khxh,8.4,9,6.25,-1,-1,-1,7.25,7,8.5
01082347,khxh,3.8,3.75,3.5,-1,-1,-1,3.25,3.6,5.25
01082348,khxh,5.4,7.25,7.5,-1,-1,-1,7.75,2.4,8.5
01082349,khxh,4,6.75,4.75,-1,-1,-1,6.5,2.8,7.5
01082350,khtn,7.4,6.5,3.4,4.25,4.75,5.25,-1,-1,-1
01082351,khtn,7.6,6,2,7,3,4.5,-1,-1,-1
01082352,khxh,7.4,5,6.25,-1,-1,-1,5.5,3.6,7
01082353,khtn,8.8,8.75,4.6,9.75,3.25,5,-1,-1,-1
01082354,khxh,8.4,4.5,6.25,-1,-1,-1,4.5,4.6,7
01082355,khxh,6.2,4.75,6.75,-1,-1,-1,6,3.8,6.25
01082356,khxh,4,5,4.75,-1,-1,-1,5,2.6,6.75
01082357,khtn,7.8,5.25,5.8,6.5,4.5,5.75,-1,-1,-1
01082358,khxh,6.4,4.5,6.75,-1,-1,-1,7.75,3.4,7.75
01082359,khtn,8.2,8.25,3.6,7.5,4.75,5.25,-1,-1,-1
01082360,khtn,6.2,4.5,4,6,4.5,8.5,-1,-1,-1
01082361,khxh,7.6,8.75,7.25,-1,-1,-1,7.25,7.4,8
01082362,khxh,6.2,7.5,7.5,-1,-1,-1,6.5,1.6,8.25
01082363,khxh,8.6,9,6,-1,-1,-1,8,9.4,9.25
01082364,khxh,2.4,5.25,3.5,-1,-1,-1,6.75,2.8,3.25
01082365,khxh,7.6,6,4.75,-1,-1,-1,5.5,2.8,7.25
01082366,khxh,6,7.75,7,-1,-1,-1,8,3.2,6.25
01082367,khxh,3,4.75,3.25,-1,-1,-1,3.5,2.6,5.5
01082368,khxh,3.6,4,5.5,-1,-1,-1,4,2.4,7.5
01082369,khxh,8.8,8,8.25,-1,-1,-1,7.75,7.4,8.75
01082370,khtn,8.4,8.75,3.4,7.75,3.75,6.5,-1,-1,-1
01082371,khtn,8.2,7.75,4,6.75,5.75,6.5,-1,-1,-1
01082372,khtn,7.4,4.25,3.6,6,3,5.5,-1,-1,-1
01082373,khtn,7.2,4,3.4,6,5.5,4.5,-1,-1,-1
01082374,khxh,7.6,7,7.5,-1,-1,-1,6.75,3.6,8.75
01082375,khxh,3.4,5.75,6.75,-1,-1,-1,7.5,2.6,7.5
01082376,khxh,6.4,3.5,6,-1,-1,-1,6,2.4,7
01082377,khxh,5.8,8,7.5,-1,-1,-1,7.25,4.8,8.5
01082378,khtn,5.8,4,2.2,4.5,3,7.5,-1,-1,-1
01082379,khxh,7.4,7.5,7.5,-1,-1,-1,6.75,5.4,6.75
01082380,khxh,6.6,7,7.25,-1,-1,-1,6.75,3,7.5
01082381,khtn,8.8,7.25,9,9.5,6.5,7.75,-1,-1,-1
01082382,khxh,3.8,7.25,4.25,-1,-1,-1,4.5,4,7.5
01082383,khxh,5.6,7.25,6.25,-1,-1,-1,6.25,3,7
01082384,khxh,3.4,8,7,-1,-1,-1,6.5,3.4,8.75
01082385,khxh,5.8,5.5,6.5,-1,-1,-1,6.75,5.2,6.75
01082386,khxh,8.2,5.5,8.5,-1,-1,-1,7.5,4.6,6.75
01082387,khxh,5.6,7.75,4.75,-1,-1,-1,7.5,1.8,7.75
01082388,khxh,7.6,5,6.25,-1,-1,-1,7.5,2.4,9.25
01082389,khtn,8.4,8,5,7.75,3.75,7.5,-1,-1,-1
01082390,khxh,5.6,8,6.25,-1,-1,-1,6,3.2,7
01082391,khxh,8,8.75,6.5,-1,-1,-1,7,9.4,8.75
01082392,khxh,6,6.25,5.25,-1,-1,-1,6.25,2.2,6
01082393,khxh,7.4,6,5.5,-1,-1,-1,5,3,9
01082394,khxh,5.2,6,6,-1,-1,-1,6,2,8
01082395,khtn,8.6,8.25,2.8,7.5,2.5,5.5,-1,-1,-1
01082396,khtn,8.4,8.25,6.2,7.75,4.75,6.75,-1,-1,-1
01082397,khxh,4.8,8,5.75,-1,-1,-1,8.75,2.2,7.25
01082398,khxh,5.4,5,7.25,-1,-1,-1,7.5,4.2,8.25
01082399,khxh,5.8,4.75,5,-1,-1,-1,6.5,2.6,8.5
01082400,khxh,7.6,8.75,9,-1,-1,-1,7.5,8.2,9.75
01082401,khxh,6.6,7.5,5.5,-1,-1,-1,6.25,2.6,7.25
01082402,khxh,7.6,5.75,5.25,-1,-1,-1,6.25,5.6,8.5
01082403,khxh,6.8,6.25,7.25,-1,-1,-1,5.25,4.2,7.5
01082404,khxh,8.8,8.25,8.75,-1,-1,-1,8.25,5.2,8.75
01082405,khxh,6.4,8.75,8,-1,-1,-1,9.5,4.2,9
01082406,khxh,4,6,3.75,-1,-1,-1,5,2.6,8
01082407,khxh,3.6,8.25,6.25,-1,-1,-1,6.75,5.2,7.25
01082408,khxh,4.8,8,7.25,-1,-1,-1,6.75,2.4,7
01082409,khtn,7.6,5.5,8.4,7,3.25,7.5,-1,-1,-1
01082410,khxh,6,7.75,6,-1,-1,-1,5.75,4.4,8.5
01082411,khxh,5.6,7.5,4.5,-1,-1,-1,5,5.6,6.75
01082412,khxh,6.8,6.25,8,-1,-1,-1,7.25,5,8.5
01082413,khxh,7.8,5.75,4.5,-1,-1,-1,4.75,3.8,7.75
01082414,khtn,8.6,9.5,4.6,9.25,5.5,7.25,-1,-1,-1
01082415,khxh,7.6,8.25,7.75,-1,-1,-1,8.75,6.6,8.5
01082416,khxh,6.4,6.75,8,-1,-1,-1,8.5,4.8,7.5
01082417,khxh,7.6,8,7.75,-1,-1,-1,7.75,5.2,8
01082418,khtn,7.4,6.5,3,6.25,3.75,7.75,-1,-1,-1
01082419,khxh,7.2,7,3.75,-1,-1,-1,5.25,2.6,7
01082420,khtn,7.4,6.75,3.6,3.75,3,5.75,-1,-1,-1
01082421,khxh,4.6,7,8.5,-1,-1,-1,8,3.8,8.5
01082422,khxh,6.6,8.25,9.25,-1,-1,-1,9,4.6,7.25
01082423,khtn,8.6,9,4.4,8.5,3.25,8,-1,-1,-1
01082424,khtn,8.8,8.75,4,7,2.25,4.75,-1,-1,-1
01082425,khxh,8.2,7.25,6.75,-1,-1,-1,6.75,7.2,7.5
01082426,khtn,8.4,6.5,3.2,7.25,3.75,4,-1,-1,-1
01082427,khtn,7.6,6,3.4,7.5,4,5,-1,-1,-1
01082428,khtn,8.2,4.5,7.4,7,3.25,4.25,-1,-1,-1
01082429,khxh,3.2,5.75,8.5,-1,-1,-1,7.75,3.6,9
01082430,khxh,6.8,5.25,8.25,-1,-1,-1,8,3.8,7
